"","estado","genero","fecha","mes","casos"
"6051","Baja California Sur","Mujeres","2005","jun",110
"6052","Campeche","Mujeres","2005","jun",174
"6053","Coahuila","Mujeres","2005","jun",737
"6054","Colima","Mujeres","2005","jun",116
"6055","Chiapas","Mujeres","2005","jun",855
"6056","Chihuahua","Mujeres","2005","jun",634
"6057","Distrito Federal","Mujeres","2005","jun",2013
"6058","Durango","Mujeres","2005","jun",555
"6059","Guanajuato","Mujeres","2005","jun",968
"6060","Guerrero","Mujeres","2005","jun",763
"6061","Hidalgo","Mujeres","2005","jun",277
"6062","Jalisco","Mujeres","2005","jun",1596
"6063","Mexico","Mujeres","2005","jun",2350
"6064","Michoacan","Mujeres","2005","jun",414
"6065","Morelos","Mujeres","2005","jun",461
"6066","Nayarit","Mujeres","2005","jun",200
"6067","Nuevo Leon","Mujeres","2005","jun",719
"6068","Oaxaca","Mujeres","2005","jun",579
"6069","Puebla","Mujeres","2005","jun",939
"6070","Queretaro","Mujeres","2005","jun",200
"6071","Quintana Roo","Mujeres","2005","jun",92
"6072","San Luis Potosi","Mujeres","2005","jun",631
"6073","Sinaloa","Mujeres","2005","jun",560
"6074","Sonora","Mujeres","2005","jun",499
"6075","Tabasco","Mujeres","2005","jun",417
"6076","Tamaulipas","Mujeres","2005","jun",633
"6077","Tlaxcala","Mujeres","2005","jun",170
"6078","Veracruz","Mujeres","2005","jun",846
"6079","Yucatan","Mujeres","2005","jun",407
"6080","Zacatecas","Mujeres","2005","jun",183
"6081","Aguscalientes","Mujeres","2006","jun",253
"6082","Baja California","Mujeres","2006","jun",567
"6083","Baja California Sur","Mujeres","2006","jun",80
"6084","Campeche","Mujeres","2006","jun",104
"6085","Coahuila","Mujeres","2006","jun",752
"6086","Colima","Mujeres","2006","jun",76
"6087","Chiapas","Mujeres","2006","jun",539
"6088","Chihuahua","Mujeres","2006","jun",647
"6089","Distrito Federal","Mujeres","2006","jun",2018
"6090","Durango","Mujeres","2006","jun",420
"6091","Guanajuato","Mujeres","2006","jun",980
"6092","Guerrero","Mujeres","2006","jun",704
"6093","Hidalgo","Mujeres","2006","jun",320
"6094","Jalisco","Mujeres","2006","jun",1455
"6095","Mexico","Mujeres","2006","jun",2370
"6096","Michoacan","Mujeres","2006","jun",583
"6097","Morelos","Mujeres","2006","jun",518
"6098","Nayarit","Mujeres","2006","jun",208
"6099","Nuevo Leon","Mujeres","2006","jun",697
"6100","Oaxaca","Mujeres","2006","jun",637
"6101","Puebla","Mujeres","2006","jun",939
"6102","Queretaro","Mujeres","2006","jun",230
"6103","Quintana Roo","Mujeres","2006","jun",93
"6104","San Luis Potosi","Mujeres","2006","jun",524
"6105","Sinaloa","Mujeres","2006","jun",690
"6106","Sonora","Mujeres","2006","jun",336
"6107","Tabasco","Mujeres","2006","jun",317
"6108","Tamaulipas","Mujeres","2006","jun",744
"6109","Tlaxcala","Mujeres","2006","jun",159
"6110","Veracruz","Mujeres","2006","jun",960
"6111","Yucatan","Mujeres","2006","jun",419
"6112","Zacatecas","Mujeres","2006","jun",179
"6113","Aguscalientes","Mujeres","2007","jun",145
"6114","Baja California","Mujeres","2007","jun",540
"6115","Baja California Sur","Mujeres","2007","jun",108
"6116","Campeche","Mujeres","2007","jun",128
"6117","Coahuila","Mujeres","2007","jun",672
"6118","Colima","Mujeres","2007","jun",110
"6119","Chiapas","Mujeres","2007","jun",746
"6120","Chihuahua","Mujeres","2007","jun",735
"6121","Distrito Federal","Mujeres","2007","jun",1955
"6122","Durango","Mujeres","2007","jun",366
"6123","Guanajuato","Mujeres","2007","jun",797
"6124","Guerrero","Mujeres","2007","jun",680
"6125","Hidalgo","Mujeres","2007","jun",347
"6126","Jalisco","Mujeres","2007","jun",1608
"6127","Mexico","Mujeres","2007","jun",2637
"6128","Michoacan","Mujeres","2007","jun",664
"6129","Morelos","Mujeres","2007","jun",482
"6130","Nayarit","Mujeres","2007","jun",177
"6131","Nuevo Leon","Mujeres","2007","jun",771
"6132","Oaxaca","Mujeres","2007","jun",654
"6133","Puebla","Mujeres","2007","jun",844
"6134","Queretaro","Mujeres","2007","jun",184
"6135","Quintana Roo","Mujeres","2007","jun",143
"6136","San Luis Potosi","Mujeres","2007","jun",563
"6137","Sinaloa","Mujeres","2007","jun",798
"6138","Sonora","Mujeres","2007","jun",432
"6139","Tabasco","Mujeres","2007","jun",487
"6140","Tamaulipas","Mujeres","2007","jun",859
"6141","Tlaxcala","Mujeres","2007","jun",178
"6142","Veracruz","Mujeres","2007","jun",1267
"6143","Yucatan","Mujeres","2007","jun",492
"6144","Zacatecas","Mujeres","2007","jun",289
"6145","Aguscalientes","Mujeres","2008","jun",165
"6146","Baja California","Mujeres","2008","jun",593
"6147","Baja California Sur","Mujeres","2008","jun",111
"6148","Campeche","Mujeres","2008","jun",76
"6149","Coahuila","Mujeres","2008","jun",646
"6150","Colima","Mujeres","2008","jun",82
"6151","Chiapas","Mujeres","2008","jun",602
"6152","Chihuahua","Mujeres","2008","jun",777
"6153","Distrito Federal","Mujeres","2008","jun",1737
"6154","Durango","Mujeres","2008","jun",271
"6155","Guanajuato","Mujeres","2008","jun",812
"6156","Guerrero","Mujeres","2008","jun",672
"6157","Hidalgo","Mujeres","2008","jun",431
"6158","Jalisco","Mujeres","2008","jun",1643
"6159","Mexico","Mujeres","2008","jun",2382
"6160","Michoacan","Mujeres","2008","jun",552
"6161","Morelos","Mujeres","2008","jun",451
"6162","Nayarit","Mujeres","2008","jun",151
"6163","Nuevo Leon","Mujeres","2008","jun",678
"6164","Oaxaca","Mujeres","2008","jun",671
"6165","Puebla","Mujeres","2008","jun",983
"6166","Queretaro","Mujeres","2008","jun",197
"6167","Quintana Roo","Mujeres","2008","jun",148
"6168","San Luis Potosi","Mujeres","2008","jun",522
"6169","Sinaloa","Mujeres","2008","jun",736
"6170","Sonora","Mujeres","2008","jun",393
"6171","Tabasco","Mujeres","2008","jun",493
"6172","Tamaulipas","Mujeres","2008","jun",605
"6173","Tlaxcala","Mujeres","2008","jun",165
"6174","Veracruz","Mujeres","2008","jun",1291
"6175","Yucatan","Mujeres","2008","jun",483
"6176","Zacatecas","Mujeres","2008","jun",224
"6177","Aguscalientes","Mujeres","2009","jun",177
"6178","Baja California","Mujeres","2009","jun",712
"6179","Baja California Sur","Mujeres","2009","jun",141
"6180","Campeche","Mujeres","2009","jun",148
"6181","Coahuila","Mujeres","2009","jun",1004
"6182","Colima","Mujeres","2009","jun",113
"6183","Chiapas","Mujeres","2009","jun",763
"6184","Chihuahua","Mujeres","2009","jun",1223
"6185","Distrito Federal","Mujeres","2009","jun",2141
"6186","Durango","Mujeres","2009","jun",381
"6187","Guanajuato","Mujeres","2009","jun",1233
"6188","Guerrero","Mujeres","2009","jun",756
"6189","Hidalgo","Mujeres","2009","jun",518
"6190","Jalisco","Mujeres","2009","jun",1844
"6191","Mexico","Mujeres","2009","jun",3590
"6192","Michoacan","Mujeres","2009","jun",758
"6193","Morelos","Mujeres","2009","jun",696
"6194","Nayarit","Mujeres","2009","jun",190
"6195","Nuevo Leon","Mujeres","2009","jun",1103
"6196","Oaxaca","Mujeres","2009","jun",735
"6197","Puebla","Mujeres","2009","jun",1088
"6198","Queretaro","Mujeres","2009","jun",291
"6199","Quintana Roo","Mujeres","2009","jun",195
"6200","San Luis Potosi","Mujeres","2009","jun",660
"6201","Sinaloa","Mujeres","2009","jun",941
"6202","Sonora","Mujeres","2009","jun",644
"6203","Tabasco","Mujeres","2009","jun",478
"6204","Tamaulipas","Mujeres","2009","jun",813
"6205","Tlaxcala","Mujeres","2009","jun",193
"6206","Veracruz","Mujeres","2009","jun",1474
"6207","Yucatan","Mujeres","2009","jun",602
"6208","Zacatecas","Mujeres","2009","jun",287
"6209","Aguscalientes","Mujeres","2010","jun",351
"6210","Baja California","Mujeres","2010","jun",817
"6211","Baja California Sur","Mujeres","2010","jun",101
"6212","Campeche","Mujeres","2010","jun",125
"6213","Coahuila","Mujeres","2010","jun",758
"6214","Colima","Mujeres","2010","jun",97
"6215","Chiapas","Mujeres","2010","jun",727
"6216","Chihuahua","Mujeres","2010","jun",1334
"6217","Distrito Federal","Mujeres","2010","jun",1865
"6218","Durango","Mujeres","2010","jun",506
"6219","Guanajuato","Mujeres","2010","jun",913
"6220","Guerrero","Mujeres","2010","jun",902
"6221","Hidalgo","Mujeres","2010","jun",535
"6222","Jalisco","Mujeres","2010","jun",1681
"6223","Mexico","Mujeres","2010","jun",3716
"6224","Michoacan","Mujeres","2010","jun",831
"6225","Morelos","Mujeres","2010","jun",583
"6226","Nayarit","Mujeres","2010","jun",230
"6227","Nuevo Leon","Mujeres","2010","jun",780
"6228","Oaxaca","Mujeres","2010","jun",860
"6229","Puebla","Mujeres","2010","jun",986
"6230","Queretaro","Mujeres","2010","jun",303
"6231","Quintana Roo","Mujeres","2010","jun",161
"6232","San Luis Potosi","Mujeres","2010","jun",718
"6233","Sinaloa","Mujeres","2010","jun",847
"6234","Sonora","Mujeres","2010","jun",603
"6235","Tabasco","Mujeres","2010","jun",524
"6236","Tamaulipas","Mujeres","2010","jun",703
"6237","Tlaxcala","Mujeres","2010","jun",239
"6238","Veracruz","Mujeres","2010","jun",1477
"6239","Yucatan","Mujeres","2010","jun",496
"6240","Zacatecas","Mujeres","2010","jun",247
"6241","Aguscalientes","Mujeres","2011","jun",328
"6242","Baja California","Mujeres","2011","jun",998
"6243","Baja California Sur","Mujeres","2011","jun",120
"6244","Campeche","Mujeres","2011","jun",182
"6245","Coahuila","Mujeres","2011","jun",829
"6246","Colima","Mujeres","2011","jun",128
"6247","Chiapas","Mujeres","2011","jun",855
"6248","Chihuahua","Mujeres","2011","jun",992
"6249","Distrito Federal","Mujeres","2011","jun",1651
"6250","Durango","Mujeres","2011","jun",568
"6251","Guanajuato","Mujeres","2011","jun",997
"6252","Guerrero","Mujeres","2011","jun",832
"6253","Hidalgo","Mujeres","2011","jun",496
"6254","Jalisco","Mujeres","2011","jun",1993
"6255","Mexico","Mujeres","2011","jun",3171
"6256","Michoacan","Mujeres","2011","jun",783
"6257","Morelos","Mujeres","2011","jun",554
"6258","Nayarit","Mujeres","2011","jun",199
"6259","Nuevo Leon","Mujeres","2011","jun",968
"6260","Oaxaca","Mujeres","2011","jun",785
"6261","Puebla","Mujeres","2011","jun",901
"6262","Queretaro","Mujeres","2011","jun",248
"6263","Quintana Roo","Mujeres","2011","jun",221
"6264","San Luis Potosi","Mujeres","2011","jun",775
"6265","Sinaloa","Mujeres","2011","jun",1033
"6266","Sonora","Mujeres","2011","jun",577
"6267","Tabasco","Mujeres","2011","jun",554
"6268","Tamaulipas","Mujeres","2011","jun",849
"6269","Tlaxcala","Mujeres","2011","jun",203
"6270","Veracruz","Mujeres","2011","jun",1744
"6271","Yucatan","Mujeres","2011","jun",452
"6272","Zacatecas","Mujeres","2011","jun",328
"6273","Aguscalientes","Mujeres","2012","jun",336
"6274","Baja California","Mujeres","2012","jun",791
"6275","Baja California Sur","Mujeres","2012","jun",116
"6276","Campeche","Mujeres","2012","jun",114
"6277","Coahuila","Mujeres","2012","jun",682
"6278","Colima","Mujeres","2012","jun",71
"6279","Chiapas","Mujeres","2012","jun",668
"6280","Chihuahua","Mujeres","2012","jun",868
"6281","Distrito Federal","Mujeres","2012","jun",1307
"6282","Durango","Mujeres","2012","jun",366
"6283","Guanajuato","Mujeres","2012","jun",760
"6284","Guerrero","Mujeres","2012","jun",656
"6285","Hidalgo","Mujeres","2012","jun",508
"6286","Jalisco","Mujeres","2012","jun",1430
"6287","Mexico","Mujeres","2012","jun",2892
"6288","Michoacan","Mujeres","2012","jun",580
"6289","Morelos","Mujeres","2012","jun",466
"6290","Nayarit","Mujeres","2012","jun",196
"6291","Nuevo Leon","Mujeres","2012","jun",736
"6292","Oaxaca","Mujeres","2012","jun",791
"6293","Puebla","Mujeres","2012","jun",761
"6294","Queretaro","Mujeres","2012","jun",258
"6295","Quintana Roo","Mujeres","2012","jun",162
"6296","San Luis Potosi","Mujeres","2012","jun",625
"6297","Sinaloa","Mujeres","2012","jun",940
"6298","Sonora","Mujeres","2012","jun",462
"6299","Tabasco","Mujeres","2012","jun",413
"6300","Tamaulipas","Mujeres","2012","jun",661
"6301","Tlaxcala","Mujeres","2012","jun",186
"6302","Veracruz","Mujeres","2012","jun",1488
"6303","Yucatan","Mujeres","2012","jun",262
"6304","Zacatecas","Mujeres","2012","jun",257
"6305","Aguscalientes","Mujeres","2013","jun",307
"6306","Baja California","Mujeres","2013","jun",759
"6307","Baja California Sur","Mujeres","2013","jun",99
"6308","Campeche","Mujeres","2013","jun",112
"6309","Coahuila","Mujeres","2013","jun",509
"6310","Colima","Mujeres","2013","jun",75
"6311","Chiapas","Mujeres","2013","jun",642
"6312","Chihuahua","Mujeres","2013","jun",607
"6313","Distrito Federal","Mujeres","2013","jun",1214
"6314","Durango","Mujeres","2013","jun",342
"6315","Guanajuato","Mujeres","2013","jun",737
"6316","Guerrero","Mujeres","2013","jun",818
"6317","Hidalgo","Mujeres","2013","jun",484
"6318","Jalisco","Mujeres","2013","jun",1165
"6319","Mexico","Mujeres","2013","jun",2720
"6320","Michoacan","Mujeres","2013","jun",663
"6321","Morelos","Mujeres","2013","jun",498
"6322","Nayarit","Mujeres","2013","jun",190
"6323","Nuevo Leon","Mujeres","2013","jun",695
"6324","Oaxaca","Mujeres","2013","jun",575
"6325","Puebla","Mujeres","2013","jun",679
"6326","Queretaro","Mujeres","2013","jun",238
"6327","Quintana Roo","Mujeres","2013","jun",181
"6328","San Luis Potosi","Mujeres","2013","jun",552
"6329","Sinaloa","Mujeres","2013","jun",887
"6330","Sonora","Mujeres","2013","jun",483
"6331","Tabasco","Mujeres","2013","jun",347
"6332","Tamaulipas","Mujeres","2013","jun",688
"6333","Tlaxcala","Mujeres","2013","jun",160
"6334","Veracruz","Mujeres","2013","jun",1287
"6335","Yucatan","Mujeres","2013","jun",232
"6336","Zacatecas","Mujeres","2013","jun",226
"6337","Aguscalientes","General","2003","jul",438
"6338","Baja California","General","2003","jul",1130
"6339","Baja California Sur","General","2003","jul",232
"6340","Campeche","General","2003","jul",344
"6341","Coahuila","General","2003","jul",1583
"6342","Colima","General","2003","jul",112
"6343","Chiapas","General","2003","jul",1130
"6344","Chihuahua","General","2003","jul",1294
"6345","Distrito Federal","General","2003","jul",4069
"6346","Durango","General","2003","jul",1001
"6347","Guanajuato","General","2003","jul",1507
"6348","Guerrero","General","2003","jul",1314
"6349","Hidalgo","General","2003","jul",487
"6350","Jalisco","General","2003","jul",2682
"6351","Mexico","General","2003","jul",3305
"6352","Michoacan","General","2003","jul",1170
"6353","Morelos","General","2003","jul",963
"6354","Nayarit","General","2003","jul",334
"6355","Nuevo Leon","General","2003","jul",1500
"6356","Oaxaca","General","2003","jul",797
"6357","Puebla","General","2003","jul",1371
"6358","Queretaro","General","2003","jul",478
"6359","Quintana Roo","General","2003","jul",194
"6360","San Luis Potosi","General","2003","jul",1103
"6361","Sinaloa","General","2003","jul",1058
"6362","Sonora","General","2003","jul",913
"6363","Tabasco","General","2003","jul",775
"6364","Tamaulipas","General","2003","jul",1358
"6365","Tlaxcala","General","2003","jul",248
"6366","Veracruz","General","2003","jul",1932
"6367","Yucatan","General","2003","jul",806
"6368","Zacatecas","General","2003","jul",431
"6369","Aguscalientes","General","2004","jul",376
"6370","Baja California","General","2004","jul",1130
"6371","Baja California Sur","General","2004","jul",155
"6372","Campeche","General","2004","jul",215
"6373","Coahuila","General","2004","jul",1490
"6374","Colima","General","2004","jul",158
"6375","Chiapas","General","2004","jul",936
"6376","Chihuahua","General","2004","jul",974
"6377","Distrito Federal","General","2004","jul",3070
"6378","Durango","General","2004","jul",849
"6379","Guanajuato","General","2004","jul",1378
"6380","Guerrero","General","2004","jul",1179
"6381","Hidalgo","General","2004","jul",393
"6382","Jalisco","General","2004","jul",2740
"6383","Mexico","General","2004","jul",3533
"6384","Michoacan","General","2004","jul",636
"6385","Morelos","General","2004","jul",839
"6386","Nayarit","General","2004","jul",375
"6387","Nuevo Leon","General","2004","jul",1196
"6388","Oaxaca","General","2004","jul",683
"6389","Puebla","General","2004","jul",1599
"6390","Queretaro","General","2004","jul",449
"6391","Quintana Roo","General","2004","jul",110
"6392","San Luis Potosi","General","2004","jul",699
"6393","Sinaloa","General","2004","jul",913
"6394","Sonora","General","2004","jul",1283
"6395","Tabasco","General","2004","jul",565
"6396","Tamaulipas","General","2004","jul",1222
"6397","Tlaxcala","General","2004","jul",262
"6398","Veracruz","General","2004","jul",1390
"6399","Yucatan","General","2004","jul",669
"6400","Zacatecas","General","2004","jul",439
"6401","Aguscalientes","General","2005","jul",342
"6402","Baja California","General","2005","jul",1000
"6403","Baja California Sur","General","2005","jul",155
"6404","Campeche","General","2005","jul",250
"6405","Coahuila","General","2005","jul",1144
"6406","Colima","General","2005","jul",173
"6407","Chiapas","General","2005","jul",1048
"6408","Chihuahua","General","2005","jul",1024
"6409","Distrito Federal","General","2005","jul",3263
"6410","Durango","General","2005","jul",1444
"6411","Guanajuato","General","2005","jul",1302
"6412","Guerrero","General","2005","jul",1148
"6413","Hidalgo","General","2005","jul",490
"6414","Jalisco","General","2005","jul",2493
"6415","Mexico","General","2005","jul",3372
"6416","Michoacan","General","2005","jul",681
"6417","Morelos","General","2005","jul",891
"6418","Nayarit","General","2005","jul",310
"6419","Nuevo Leon","General","2005","jul",928
"6420","Oaxaca","General","2005","jul",825
"6421","Puebla","General","2005","jul",1522
"6422","Queretaro","General","2005","jul",373
"6423","Quintana Roo","General","2005","jul",114
"6424","San Luis Potosi","General","2005","jul",1000
"6425","Sinaloa","General","2005","jul",973
"6426","Sonora","General","2005","jul",855
"6427","Tabasco","General","2005","jul",576
"6428","Tamaulipas","General","2005","jul",862
"6429","Tlaxcala","General","2005","jul",254
"6430","Veracruz","General","2005","jul",1167
"6431","Yucatan","General","2005","jul",499
"6432","Zacatecas","General","2005","jul",286
"6433","Aguscalientes","General","2006","jul",300
"6434","Baja California","General","2006","jul",925
"6435","Baja California Sur","General","2006","jul",118
"6436","Campeche","General","2006","jul",199
"6437","Coahuila","General","2006","jul",1148
"6438","Colima","General","2006","jul",120
"6439","Chiapas","General","2006","jul",758
"6440","Chihuahua","General","2006","jul",908
"6441","Distrito Federal","General","2006","jul",3234
"6442","Durango","General","2006","jul",671
"6443","Guanajuato","General","2006","jul",1530
"6444","Guerrero","General","2006","jul",1021
"6445","Hidalgo","General","2006","jul",485
"6446","Jalisco","General","2006","jul",2735
"6447","Mexico","General","2006","jul",3565
"6448","Michoacan","General","2006","jul",809
"6449","Morelos","General","2006","jul",795
"6450","Nayarit","General","2006","jul",291
"6451","Nuevo Leon","General","2006","jul",1045
"6452","Oaxaca","General","2006","jul",932
"6453","Puebla","General","2006","jul",1375
"6454","Queretaro","General","2006","jul",306
"6455","Quintana Roo","General","2006","jul",131
"6456","San Luis Potosi","General","2006","jul",855
"6457","Sinaloa","General","2006","jul",1127
"6458","Sonora","General","2006","jul",511
"6459","Tabasco","General","2006","jul",557
"6460","Tamaulipas","General","2006","jul",1129
"6461","Tlaxcala","General","2006","jul",222
"6462","Veracruz","General","2006","jul",1351
"6463","Yucatan","General","2006","jul",630
"6464","Zacatecas","General","2006","jul",321
"6465","Aguscalientes","General","2007","jul",329
"6466","Baja California","General","2007","jul",1030
"6467","Baja California Sur","General","2007","jul",251
"6468","Campeche","General","2007","jul",217
"6469","Coahuila","General","2007","jul",1234
"6470","Colima","General","2007","jul",223
"6471","Chiapas","General","2007","jul",1442
"6472","Chihuahua","General","2007","jul",1437
"6473","Distrito Federal","General","2007","jul",3836
"6474","Durango","General","2007","jul",670
"6475","Guanajuato","General","2007","jul",1250
"6476","Guerrero","General","2007","jul",1370
"6477","Hidalgo","General","2007","jul",641
"6478","Jalisco","General","2007","jul",3246
"6479","Mexico","General","2007","jul",5022
"6480","Michoacan","General","2007","jul",1131
"6481","Morelos","General","2007","jul",1284
"6482","Nayarit","General","2007","jul",353
"6483","Nuevo Leon","General","2007","jul",1623
"6484","Oaxaca","General","2007","jul",1134
"6485","Puebla","General","2007","jul",1508
"6486","Queretaro","General","2007","jul",425
"6487","Quintana Roo","General","2007","jul",195
"6488","San Luis Potosi","General","2007","jul",1035
"6489","Sinaloa","General","2007","jul",1476
"6490","Sonora","General","2007","jul",845
"6491","Tabasco","General","2007","jul",929
"6492","Tamaulipas","General","2007","jul",1492
"6493","Tlaxcala","General","2007","jul",379
"6494","Veracruz","General","2007","jul",2237
"6495","Yucatan","General","2007","jul",905
"6496","Zacatecas","General","2007","jul",391
"6497","Aguscalientes","General","2008","jul",303
"6498","Baja California","General","2008","jul",1299
"6499","Baja California Sur","General","2008","jul",279
"6500","Campeche","General","2008","jul",159
"6501","Coahuila","General","2008","jul",1206
"6502","Colima","General","2008","jul",205
"6503","Chiapas","General","2008","jul",1061
"6504","Chihuahua","General","2008","jul",1564
"6505","Distrito Federal","General","2008","jul",3037
"6506","Durango","General","2008","jul",601
"6507","Guanajuato","General","2008","jul",1466
"6508","Guerrero","General","2008","jul",1213
"6509","Hidalgo","General","2008","jul",706
"6510","Jalisco","General","2008","jul",3412
"6511","Mexico","General","2008","jul",4777
"6512","Michoacan","General","2008","jul",1117
"6513","Morelos","General","2008","jul",1035
"6514","Nayarit","General","2008","jul",315
"6515","Nuevo Leon","General","2008","jul",1364
"6516","Oaxaca","General","2008","jul",1197
"6517","Puebla","General","2008","jul",1830
"6518","Queretaro","General","2008","jul",384
"6519","Quintana Roo","General","2008","jul",265
"6520","San Luis Potosi","General","2008","jul",864
"6521","Sinaloa","General","2008","jul",1414
"6522","Sonora","General","2008","jul",790
"6523","Tabasco","General","2008","jul",727
"6524","Tamaulipas","General","2008","jul",1142
"6525","Tlaxcala","General","2008","jul",353
"6526","Veracruz","General","2008","jul",2259
"6527","Yucatan","General","2008","jul",889
"6528","Zacatecas","General","2008","jul",420
"6529","Aguscalientes","General","2009","jul",252
"6530","Baja California","General","2009","jul",1015
"6531","Baja California Sur","General","2009","jul",174
"6532","Campeche","General","2009","jul",134
"6533","Coahuila","General","2009","jul",1196
"6534","Colima","General","2009","jul",134
"6535","Chiapas","General","2009","jul",697
"6536","Chihuahua","General","2009","jul",1581
"6537","Distrito Federal","General","2009","jul",2892
"6538","Durango","General","2009","jul",544
"6539","Guanajuato","General","2009","jul",1447
"6540","Guerrero","General","2009","jul",955
"6541","Hidalgo","General","2009","jul",648
"6542","Jalisco","General","2009","jul",2360
"6543","Mexico","General","2009","jul",4678
"6544","Michoacan","General","2009","jul",963
"6545","Morelos","General","2009","jul",964
"6546","Nayarit","General","2009","jul",220
"6547","Nuevo Leon","General","2009","jul",1694
"6548","Oaxaca","General","2009","jul",986
"6549","Puebla","General","2009","jul",1338
"6550","Queretaro","General","2009","jul",427
"6551","Quintana Roo","General","2009","jul",403
"6552","San Luis Potosi","General","2009","jul",899
"6553","Sinaloa","General","2009","jul",1160
"6554","Sonora","General","2009","jul",716
"6555","Tabasco","General","2009","jul",922
"6556","Tamaulipas","General","2009","jul",989
"6557","Tlaxcala","General","2009","jul",335
"6558","Veracruz","General","2009","jul",1722
"6559","Yucatan","General","2009","jul",697
"6560","Zacatecas","General","2009","jul",350
"6561","Aguscalientes","General","2010","jul",516
"6562","Baja California","General","2010","jul",1289
"6563","Baja California Sur","General","2010","jul",135
"6564","Campeche","General","2010","jul",188
"6565","Coahuila","General","2010","jul",968
"6566","Colima","General","2010","jul",156
"6567","Chiapas","General","2010","jul",948
"6568","Chihuahua","General","2010","jul",1587
"6569","Distrito Federal","General","2010","jul",2505
"6570","Durango","General","2010","jul",507
"6571","Guanajuato","General","2010","jul",1108
"6572","Guerrero","General","2010","jul",1037
"6573","Hidalgo","General","2010","jul",545
"6574","Jalisco","General","2010","jul",2399
"6575","Mexico","General","2010","jul",4364
"6576","Michoacan","General","2010","jul",1146
"6577","Morelos","General","2010","jul",741
"6578","Nayarit","General","2010","jul",269
"6579","Nuevo Leon","General","2010","jul",1162
"6580","Oaxaca","General","2010","jul",1034
"6581","Puebla","General","2010","jul",1226
"6582","Queretaro","General","2010","jul",377
"6583","Quintana Roo","General","2010","jul",184
"6584","San Luis Potosi","General","2010","jul",881
"6585","Sinaloa","General","2010","jul",1080
"6586","Sonora","General","2010","jul",742
"6587","Tabasco","General","2010","jul",602
"6588","Tamaulipas","General","2010","jul",962
"6589","Tlaxcala","General","2010","jul",256
"6590","Veracruz","General","2010","jul",1902
"6591","Yucatan","General","2010","jul",647
"6592","Zacatecas","General","2010","jul",371
"6593","Aguscalientes","General","2011","jul",417
"6594","Baja California","General","2011","jul",1316
"6595","Baja California Sur","General","2011","jul",161
"6596","Campeche","General","2011","jul",163
"6597","Coahuila","General","2011","jul",1146
"6598","Colima","General","2011","jul",153
"6599","Chiapas","General","2011","jul",983
"6600","Chihuahua","General","2011","jul",1412
"6601","Distrito Federal","General","2011","jul",2327
"6602","Durango","General","2011","jul",766
"6603","Guanajuato","General","2011","jul",1247
"6604","Guerrero","General","2011","jul",1128
"6605","Hidalgo","General","2011","jul",667
"6606","Jalisco","General","2011","jul",2612
"6607","Mexico","General","2011","jul",4256
"6608","Michoacan","General","2011","jul",958
"6609","Morelos","General","2011","jul",762
"6610","Nayarit","General","2011","jul",316
"6611","Nuevo Leon","General","2011","jul",1361
"6612","Oaxaca","General","2011","jul",789
"6613","Puebla","General","2011","jul",1352
"6614","Queretaro","General","2011","jul",393
"6615","Quintana Roo","General","2011","jul",279
"6616","San Luis Potosi","General","2011","jul",1022
"6617","Sinaloa","General","2011","jul",1287
"6618","Sonora","General","2011","jul",802
"6619","Tabasco","General","2011","jul",632
"6620","Tamaulipas","General","2011","jul",1198
"6621","Tlaxcala","General","2011","jul",251
"6622","Veracruz","General","2011","jul",1985
"6623","Yucatan","General","2011","jul",580
"6624","Zacatecas","General","2011","jul",432
"6625","Aguscalientes","General","2012","jul",734
"6626","Baja California","General","2012","jul",1703
"6627","Baja California Sur","General","2012","jul",235
"6628","Campeche","General","2012","jul",248
"6629","Coahuila","General","2012","jul",1621
"6630","Colima","General","2012","jul",157
"6631","Chiapas","General","2012","jul",1103
"6632","Chihuahua","General","2012","jul",1765
"6633","Distrito Federal","General","2012","jul",2620
"6634","Durango","General","2012","jul",730
"6635","Guanajuato","General","2012","jul",1227
"6636","Guerrero","General","2012","jul",1204
"6637","Hidalgo","General","2012","jul",889
"6638","Jalisco","General","2012","jul",2845
"6639","Mexico","General","2012","jul",5476
"6640","Michoacan","General","2012","jul",1173
"6641","Morelos","General","2012","jul",948
"6642","Nayarit","General","2012","jul",446
"6643","Nuevo Leon","General","2012","jul",1621
"6644","Oaxaca","General","2012","jul",1224
"6645","Puebla","General","2012","jul",1377
"6646","Queretaro","General","2012","jul",494
"6647","Quintana Roo","General","2012","jul",288
"6648","San Luis Potosi","General","2012","jul",1155
"6649","Sinaloa","General","2012","jul",1692
"6650","Sonora","General","2012","jul",977
"6651","Tabasco","General","2012","jul",918
"6652","Tamaulipas","General","2012","jul",1486
"6653","Tlaxcala","General","2012","jul",411
"6654","Veracruz","General","2012","jul",2616
"6655","Yucatan","General","2012","jul",680
"6656","Zacatecas","General","2012","jul",367
"6657","Aguscalientes","General","2013","jul",640
"6658","Baja California","General","2013","jul",2123
"6659","Baja California Sur","General","2013","jul",226
"6660","Campeche","General","2013","jul",171
"6661","Coahuila","General","2013","jul",989
"6662","Colima","General","2013","jul",193
"6663","Chiapas","General","2013","jul",1069
"6664","Chihuahua","General","2013","jul",1332
"6665","Distrito Federal","General","2013","jul",2679
"6666","Durango","General","2013","jul",759
"6667","Guanajuato","General","2013","jul",1400
"6668","Guerrero","General","2013","jul",1354
