"","estado","genero","fecha","fuente","casos"
"4603","Tabasco","Mujeres","2003","dif",0
"4604","Tamaulipas","Mujeres","2003","dif",0
"4605","Tlaxcala","Mujeres","2003","dif",0
"4606","Veracruz","Mujeres","2003","dif",128
"4607","Yucatan","Mujeres","2003","dif",50
"4608","Zacatecas","Mujeres","2003","dif",106
"4609","Aguscalientes","Mujeres","2004","dif",0
"4610","Baja California","Mujeres","2004","dif",0
"4611","Baja California Sur","Mujeres","2004","dif",0
"4612","Campeche","Mujeres","2004","dif",29
"4613","Coahuila","Mujeres","2004","dif",0
"4614","Colima","Mujeres","2004","dif",2
"4615","Chiapas","Mujeres","2004","dif",0
"4616","Chihuahua","Mujeres","2004","dif",0
"4617","Distrito Federal","Mujeres","2004","dif",85
"4618","Durango","Mujeres","2004","dif",0
"4619","Guanajuato","Mujeres","2004","dif",0
"4620","Guerrero","Mujeres","2004","dif",0
"4621","Hidalgo","Mujeres","2004","dif",0
"4622","Jalisco","Mujeres","2004","dif",190
"4623","Mexico","Mujeres","2004","dif",2495
"4624","Michoacan","Mujeres","2004","dif",0
"4625","Morelos","Mujeres","2004","dif",0
"4626","Nayarit","Mujeres","2004","dif",113
"4627","Nuevo Leon","Mujeres","2004","dif",0
"4628","Oaxaca","Mujeres","2004","dif",0
"4629","Puebla","Mujeres","2004","dif",31
"4630","Queretaro","Mujeres","2004","dif",3
"4631","Quintana Roo","Mujeres","2004","dif",0
"4632","San Luis Potosi","Mujeres","2004","dif",0
"4633","Sinaloa","Mujeres","2004","dif",453
"4634","Sonora","Mujeres","2004","dif",0
"4635","Tabasco","Mujeres","2004","dif",0
"4636","Tamaulipas","Mujeres","2004","dif",0
"4637","Tlaxcala","Mujeres","2004","dif",0
"4638","Veracruz","Mujeres","2004","dif",185
"4639","Yucatan","Mujeres","2004","dif",8
"4640","Zacatecas","Mujeres","2004","dif",58
"4641","Aguscalientes","Mujeres","2005","dif",0
"4642","Baja California","Mujeres","2005","dif",0
"4643","Baja California Sur","Mujeres","2005","dif",0
"4644","Campeche","Mujeres","2005","dif",38
"4645","Coahuila","Mujeres","2005","dif",0
"4646","Colima","Mujeres","2005","dif",0
"4647","Chiapas","Mujeres","2005","dif",0
"4648","Chihuahua","Mujeres","2005","dif",0
"4649","Distrito Federal","Mujeres","2005","dif",210
"4650","Durango","Mujeres","2005","dif",0
"4651","Guanajuato","Mujeres","2005","dif",0
"4652","Guerrero","Mujeres","2005","dif",0
"4653","Hidalgo","Mujeres","2005","dif",0
"4654","Jalisco","Mujeres","2005","dif",165
"4655","Mexico","Mujeres","2005","dif",3132
"4656","Michoacan","Mujeres","2005","dif",0
"4657","Morelos","Mujeres","2005","dif",0
"4658","Nayarit","Mujeres","2005","dif",107
"4659","Nuevo Leon","Mujeres","2005","dif",0
"4660","Oaxaca","Mujeres","2005","dif",29
"4661","Puebla","Mujeres","2005","dif",85
"4662","Queretaro","Mujeres","2005","dif",3
"4663","Quintana Roo","Mujeres","2005","dif",0
"4664","San Luis Potosi","Mujeres","2005","dif",0
"4665","Sinaloa","Mujeres","2005","dif",365
"4666","Sonora","Mujeres","2005","dif",0
"4667","Tabasco","Mujeres","2005","dif",0
"4668","Tamaulipas","Mujeres","2005","dif",9
"4669","Tlaxcala","Mujeres","2005","dif",2
"4670","Veracruz","Mujeres","2005","dif",295
"4671","Yucatan","Mujeres","2005","dif",3
"4672","Zacatecas","Mujeres","2005","dif",66
"4673","Aguscalientes","Mujeres","2006","dif",16
"4674","Baja California","Mujeres","2006","dif",0
"4675","Baja California Sur","Mujeres","2006","dif",0
"4676","Campeche","Mujeres","2006","dif",18
"4677","Coahuila","Mujeres","2006","dif",72
"4678","Colima","Mujeres","2006","dif",0
"4679","Chiapas","Mujeres","2006","dif",0
"4680","Chihuahua","Mujeres","2006","dif",0
"4681","Distrito Federal","Mujeres","2006","dif",172
"4682","Durango","Mujeres","2006","dif",0
"4683","Guanajuato","Mujeres","2006","dif",0
"4684","Guerrero","Mujeres","2006","dif",0
"4685","Hidalgo","Mujeres","2006","dif",0
"4686","Jalisco","Mujeres","2006","dif",212
"4687","Mexico","Mujeres","2006","dif",2904
"4688","Michoacan","Mujeres","2006","dif",0
"4689","Morelos","Mujeres","2006","dif",0
"4690","Nayarit","Mujeres","2006","dif",133
"4691","Nuevo Leon","Mujeres","2006","dif",0
"4692","Oaxaca","Mujeres","2006","dif",46
"4693","Puebla","Mujeres","2006","dif",148
"4694","Queretaro","Mujeres","2006","dif",13
"4695","Quintana Roo","Mujeres","2006","dif",0
"4696","San Luis Potosi","Mujeres","2006","dif",0
"4697","Sinaloa","Mujeres","2006","dif",273
"4698","Sonora","Mujeres","2006","dif",0
"4699","Tabasco","Mujeres","2006","dif",0
"4700","Tamaulipas","Mujeres","2006","dif",41
"4701","Tlaxcala","Mujeres","2006","dif",2
"4702","Veracruz","Mujeres","2006","dif",310
"4703","Yucatan","Mujeres","2006","dif",9
"4704","Zacatecas","Mujeres","2006","dif",136
"4705","Aguscalientes","Mujeres","2007","dif",10
"4708","Campeche","Mujeres","2007","dif",18
"4709","Coahuila","Mujeres","2007","dif",67
"4710","Colima","Mujeres","2007","dif",5
"4713","Distrito Federal","Mujeres","2007","dif",194
"4714","Durango","Mujeres","2007","dif",0
"4717","Hidalgo","Mujeres","2007","dif",0
"4718","Jalisco","Mujeres","2007","dif",210
"4719","Mexico","Mujeres","2007","dif",3922
"4722","Nayarit","Mujeres","2007","dif",94
"4723","Nuevo Leon","Mujeres","2007","dif",1
"4724","Oaxaca","Mujeres","2007","dif",82
"4725","Puebla","Mujeres","2007","dif",120
"4726","Queretaro","Mujeres","2007","dif",14
"4729","Sinaloa","Mujeres","2007","dif",300
"4732","Tamaulipas","Mujeres","2007","dif",2
"4733","Tlaxcala","Mujeres","2007","dif",15
"4734","Veracruz","Mujeres","2007","dif",330
"4735","Yucatan","Mujeres","2007","dif",10
"4736","Zacatecas","Mujeres","2007","dif",122
"4737","Aguscalientes","Mujeres","2008","dif",8
"4740","Campeche","Mujeres","2008","dif",14
"4741","Coahuila","Mujeres","2008","dif",0
"4742","Colima","Mujeres","2008","dif",0
"4745","Distrito Federal","Mujeres","2008","dif",226
"4746","Durango","Mujeres","2008","dif",0
"4749","Hidalgo","Mujeres","2008","dif",0
"4750","Jalisco","Mujeres","2008","dif",157
"4751","Mexico","Mujeres","2008","dif",2729
"4754","Nayarit","Mujeres","2008","dif",46
"4756","Oaxaca","Mujeres","2008","dif",70
"4757","Puebla","Mujeres","2008","dif",711
"4758","Queretaro","Mujeres","2008","dif",12
"4761","Sinaloa","Mujeres","2008","dif",351
"4764","Tamaulipas","Mujeres","2008","dif",3
"4765","Tlaxcala","Mujeres","2008","dif",27
"4766","Veracruz","Mujeres","2008","dif",231
"4767","Yucatan","Mujeres","2008","dif",35
"4768","Zacatecas","Mujeres","2008","dif",60
"4769","Aguscalientes","Mujeres","2009","dif",11
"4772","Campeche","Mujeres","2009","dif",16
"4773","Coahuila","Mujeres","2009","dif",6
"4774","Colima","Mujeres","2009","dif",1
"4777","Distrito Federal","Mujeres","2009","dif",374
"4778","Durango","Mujeres","2009","dif",1
"4781","Hidalgo","Mujeres","2009","dif",0
"4782","Jalisco","Mujeres","2009","dif",102
"4783","Mexico","Mujeres","2009","dif",3084
"4786","Nayarit","Mujeres","2009","dif",20
"4788","Oaxaca","Mujeres","2009","dif",67
"4789","Puebla","Mujeres","2009","dif",499
"4790","Queretaro","Mujeres","2009","dif",25
"4793","Sinaloa","Mujeres","2009","dif",270
"4796","Tamaulipas","Mujeres","2009","dif",0
"4797","Tlaxcala","Mujeres","2009","dif",1
"4798","Veracruz","Mujeres","2009","dif",74
"4799","Yucatan","Mujeres","2009","dif",38
"4800","Zacatecas","Mujeres","2009","dif",64
"4801","Aguscalientes","Mujeres","2010","dif",22
"4804","Campeche","Mujeres","2010","dif",10
"4805","Coahuila","Mujeres","2010","dif",3
"4806","Colima","Mujeres","2010","dif",1
"4809","Distrito Federal","Mujeres","2010","dif",222
"4810","Durango","Mujeres","2010","dif",0
"4813","Hidalgo","Mujeres","2010","dif",0
"4814","Jalisco","Mujeres","2010","dif",72
"4815","Mexico","Mujeres","2010","dif",3061
"4818","Nayarit","Mujeres","2010","dif",20
"4820","Oaxaca","Mujeres","2010","dif",56
"4821","Puebla","Mujeres","2010","dif",73
"4822","Queretaro","Mujeres","2010","dif",96
"4825","Sinaloa","Mujeres","2010","dif",228
"4828","Tamaulipas","Mujeres","2010","dif",0
"4829","Tlaxcala","Mujeres","2010","dif",0
"4830","Veracruz","Mujeres","2010","dif",46
"4831","Yucatan","Mujeres","2010","dif",38
"4832","Zacatecas","Mujeres","2010","dif",45
"4833","Aguscalientes","Mujeres","2011","dif",0
"4836","Campeche","Mujeres","2011","dif",2
"4837","Coahuila","Mujeres","2011","dif",1
"4838","Colima","Mujeres","2011","dif",2
"4841","Distrito Federal","Mujeres","2011","dif",196
"4842","Durango","Mujeres","2011","dif",0
"4845","Hidalgo","Mujeres","2011","dif",0
"4846","Jalisco","Mujeres","2011","dif",69
"4847","Mexico","Mujeres","2011","dif",3013
"4850","Nayarit","Mujeres","2011","dif",33
"4852","Oaxaca","Mujeres","2011","dif",61
"4853","Puebla","Mujeres","2011","dif",65
"4854","Queretaro","Mujeres","2011","dif",38
"4857","Sinaloa","Mujeres","2011","dif",236
"4860","Tamaulipas","Mujeres","2011","dif",2
"4861","Tlaxcala","Mujeres","2011","dif",79
"4862","Veracruz","Mujeres","2011","dif",55
"4863","Yucatan","Mujeres","2011","dif",20
"4864","Zacatecas","Mujeres","2011","dif",60
"4865","Aguscalientes","Mujeres","2012","dif",11
"4868","Campeche","Mujeres","2012","dif",0
"4869","Coahuila","Mujeres","2012","dif",123
"4870","Colima","Mujeres","2012","dif",5
"4873","Distrito Federal","Mujeres","2012","dif",150
"4874","Durango","Mujeres","2012","dif",0
"4877","Hidalgo","Mujeres","2012","dif",0
"4878","Jalisco","Mujeres","2012","dif",42
"4879","Mexico","Mujeres","2012","dif",2664
"4882","Nayarit","Mujeres","2012","dif",40
"4884","Oaxaca","Mujeres","2012","dif",79
"4885","Puebla","Mujeres","2012","dif",87
"4886","Queretaro","Mujeres","2012","dif",3
"4889","Sinaloa","Mujeres","2012","dif",220
"4892","Tamaulipas","Mujeres","2012","dif",3
"4893","Tlaxcala","Mujeres","2012","dif",200
"4894","Veracruz","Mujeres","2012","dif",92
"4895","Yucatan","Mujeres","2012","dif",16
"4896","Zacatecas","Mujeres","2012","dif",80
"4897","Aguscalientes","Mujeres","2013","dif",7
"4900","Campeche","Mujeres","2013","dif",0
"4901","Coahuila","Mujeres","2013","dif",235
"4902","Colima","Mujeres","2013","dif",6
"4905","Distrito Federal","Mujeres","2013","dif",100
"4906","Durango","Mujeres","2013","dif",0
"4909","Hidalgo","Mujeres","2013","dif",0
"4910","Jalisco","Mujeres","2013","dif",119
"4911","Mexico","Mujeres","2013","dif",2462
"4914","Nayarit","Mujeres","2013","dif",27
"4916","Oaxaca","Mujeres","2013","dif",111
"4917","Puebla","Mujeres","2013","dif",46
"4918","Queretaro","Mujeres","2013","dif",7
"4921","Sinaloa","Mujeres","2013","dif",140
"4924","Tamaulipas","Mujeres","2013","dif",0
"4925","Tlaxcala","Mujeres","2013","dif",59
"4926","Veracruz","Mujeres","2013","dif",93
"4927","Yucatan","Mujeres","2013","dif",8
"4928","Zacatecas","Mujeres","2013","dif",82
"4929","Aguscalientes","Hombres","2003","dif",0
"4930","Baja California","Hombres","2003","dif",0
"4931","Baja California Sur","Hombres","2003","dif",0
"4932","Campeche","Hombres","2003","dif",13
"4933","Coahuila","Hombres","2003","dif",0
"4934","Colima","Hombres","2003","dif",1
"4935","Chiapas","Hombres","2003","dif",0
"4936","Chihuahua","Hombres","2003","dif",0
"4937","Distrito Federal","Hombres","2003","dif",0
"4938","Durango","Hombres","2003","dif",0
"4939","Guanajuato","Hombres","2003","dif",0
"4940","Guerrero","Hombres","2003","dif",0
"4941","Hidalgo","Hombres","2003","dif",0
"4942","Jalisco","Hombres","2003","dif",118
"4943","Mexico","Hombres","2003","dif",1329
"4944","Michoacan","Hombres","2003","dif",0
"4945","Morelos","Hombres","2003","dif",0
"4946","Nayarit","Hombres","2003","dif",70
"4947","Nuevo Leon","Hombres","2003","dif",0
"4948","Oaxaca","Hombres","2003","dif",0
"4949","Puebla","Hombres","2003","dif",21
"4950","Queretaro","Hombres","2003","dif",0
"4951","Quintana Roo","Hombres","2003","dif",0
"4952","San Luis Potosi","Hombres","2003","dif",0
"4953","Sinaloa","Hombres","2003","dif",186
"4954","Sonora","Hombres","2003","dif",0
"4955","Tabasco","Hombres","2003","dif",0
"4956","Tamaulipas","Hombres","2003","dif",0
"4957","Tlaxcala","Hombres","2003","dif",0
"4958","Veracruz","Hombres","2003","dif",53
"4959","Yucatan","Hombres","2003","dif",12
"4960","Zacatecas","Hombres","2003","dif",28
"4961","Aguscalientes","Hombres","2004","dif",0
"4962","Baja California","Hombres","2004","dif",0
"4963","Baja California Sur","Hombres","2004","dif",0
"4964","Campeche","Hombres","2004","dif",6
"4965","Coahuila","Hombres","2004","dif",0
"4966","Colima","Hombres","2004","dif",0
"4967","Chiapas","Hombres","2004","dif",0
"4968","Chihuahua","Hombres","2004","dif",0
"4969","Distrito Federal","Hombres","2004","dif",48
"4970","Durango","Hombres","2004","dif",0
"4971","Guanajuato","Hombres","2004","dif",0
"4972","Guerrero","Hombres","2004","dif",0
"4973","Hidalgo","Hombres","2004","dif",0
"4974","Jalisco","Hombres","2004","dif",77
"4975","Mexico","Hombres","2004","dif",1513
"4976","Michoacan","Hombres","2004","dif",0
"4977","Morelos","Hombres","2004","dif",0
"4978","Nayarit","Hombres","2004","dif",91
"4979","Nuevo Leon","Hombres","2004","dif",0
"4980","Oaxaca","Hombres","2004","dif",0
"4981","Puebla","Hombres","2004","dif",18
"4982","Queretaro","Hombres","2004","dif",3
"4983","Quintana Roo","Hombres","2004","dif",0
"4984","San Luis Potosi","Hombres","2004","dif",0
"4985","Sinaloa","Hombres","2004","dif",180
"4986","Sonora","Hombres","2004","dif",0
"4987","Tabasco","Hombres","2004","dif",0
"4988","Tamaulipas","Hombres","2004","dif",0
"4989","Tlaxcala","Hombres","2004","dif",0
"4990","Veracruz","Hombres","2004","dif",57
"4991","Yucatan","Hombres","2004","dif",3
"4992","Zacatecas","Hombres","2004","dif",20
"4993","Aguscalientes","Hombres","2005","dif",0
"4994","Baja California","Hombres","2005","dif",0
"4995","Baja California Sur","Hombres","2005","dif",0
"4996","Campeche","Hombres","2005","dif",12
"4997","Coahuila","Hombres","2005","dif",0
"4998","Colima","Hombres","2005","dif",3
"4999","Chiapas","Hombres","2005","dif",0
"5000","Chihuahua","Hombres","2005","dif",0
"5001","Distrito Federal","Hombres","2005","dif",114
"5002","Durango","Hombres","2005","dif",0
"5003","Guanajuato","Hombres","2005","dif",0
"5004","Guerrero","Hombres","2005","dif",0
"5005","Hidalgo","Hombres","2005","dif",0
"5006","Jalisco","Hombres","2005","dif",73
"5007","Mexico","Hombres","2005","dif",1764
"5008","Michoacan","Hombres","2005","dif",0
"5009","Morelos","Hombres","2005","dif",0
"5010","Nayarit","Hombres","2005","dif",69
"5011","Nuevo Leon","Hombres","2005","dif",0
"5012","Oaxaca","Hombres","2005","dif",26
"5013","Puebla","Hombres","2005","dif",39
"5014","Queretaro","Hombres","2005","dif",3
"5015","Quintana Roo","Hombres","2005","dif",0
"5016","San Luis Potosi","Hombres","2005","dif",0
"5017","Sinaloa","Hombres","2005","dif",252
"5018","Sonora","Hombres","2005","dif",0
"5019","Tabasco","Hombres","2005","dif",0
"5020","Tamaulipas","Hombres","2005","dif",1
"5021","Tlaxcala","Hombres","2005","dif",0
"5022","Veracruz","Hombres","2005","dif",127
"5023","Yucatan","Hombres","2005","dif",0
"5024","Zacatecas","Hombres","2005","dif",34
"5025","Aguscalientes","Hombres","2006","dif",10
"5026","Baja California","Hombres","2006","dif",0
"5027","Baja California Sur","Hombres","2006","dif",0
"5028","Campeche","Hombres","2006","dif",5
"5029","Coahuila","Hombres","2006","dif",81
"5030","Colima","Hombres","2006","dif",0
"5031","Chiapas","Hombres","2006","dif",0
"5032","Chihuahua","Hombres","2006","dif",0
"5033","Distrito Federal","Hombres","2006","dif",116
"5034","Durango","Hombres","2006","dif",0
"5035","Guanajuato","Hombres","2006","dif",0
"5036","Guerrero","Hombres","2006","dif",0
"5037","Hidalgo","Hombres","2006","dif",0
"5038","Jalisco","Hombres","2006","dif",69
"5039","Mexico","Hombres","2006","dif",1575
"5040","Michoacan","Hombres","2006","dif",0
"5041","Morelos","Hombres","2006","dif",0
"5042","Nayarit","Hombres","2006","dif",107
"5043","Nuevo Leon","Hombres","2006","dif",0
"5044","Oaxaca","Hombres","2006","dif",15
"5045","Puebla","Hombres","2006","dif",80
"5046","Queretaro","Hombres","2006","dif",10
"5047","Quintana Roo","Hombres","2006","dif",0
"5048","San Luis Potosi","Hombres","2006","dif",0
"5049","Sinaloa","Hombres","2006","dif",211
"5050","Sonora","Hombres","2006","dif",0
"5051","Tabasco","Hombres","2006","dif",0
"5052","Tamaulipas","Hombres","2006","dif",16
"5053","Tlaxcala","Hombres","2006","dif",2
"5054","Veracruz","Hombres","2006","dif",128
"5055","Yucatan","Hombres","2006","dif",1
"5056","Zacatecas","Hombres","2006","dif",71
"5057","Aguscalientes","Hombres","2007","dif",6
"5060","Campeche","Hombres","2007","dif",4
"5061","Coahuila","Hombres","2007","dif",84
"5062","Colima","Hombres","2007","dif",3
"5065","Distrito Federal","Hombres","2007","dif",94
"5066","Durango","Hombres","2007","dif",0
"5069","Hidalgo","Hombres","2007","dif",0
"5070","Jalisco","Hombres","2007","dif",62
"5071","Mexico","Hombres","2007","dif",2205
"5074","Nayarit","Hombres","2007","dif",74
"5075","Nuevo Leon","Hombres","2007","dif",0
"5076","Oaxaca","Hombres","2007","dif",44
"5077","Puebla","Hombres","2007","dif",44
"5078","Queretaro","Hombres","2007","dif",11
"5081","Sinaloa","Hombres","2007","dif",202
"5084","Tamaulipas","Hombres","2007","dif",0
"5085","Tlaxcala","Hombres","2007","dif",13
"5086","Veracruz","Hombres","2007","dif",181
"5087","Yucatan","Hombres","2007","dif",3
"5088","Zacatecas","Hombres","2007","dif",45
"5089","Aguscalientes","Hombres","2008","dif",10
"5092","Campeche","Hombres","2008","dif",3
"5093","Coahuila","Hombres","2008","dif",0
"5094","Colima","Hombres","2008","dif",1
"5097","Distrito Federal","Hombres","2008","dif",140
"5098","Durango","Hombres","2008","dif",0
"5101","Hidalgo","Hombres","2008","dif",0
"5102","Jalisco","Hombres","2008","dif",56
"5103","Mexico","Hombres","2008","dif",1457
"5106","Nayarit","Hombres","2008","dif",42
"5108","Oaxaca","Hombres","2008","dif",50
"5109","Puebla","Hombres","2008","dif",655
"5110","Queretaro","Hombres","2008","dif",20
"5113","Sinaloa","Hombres","2008","dif",235
"5116","Tamaulipas","Hombres","2008","dif",0
"5117","Tlaxcala","Hombres","2008","dif",4
"5118","Veracruz","Hombres","2008","dif",87
"5119","Yucatan","Hombres","2008","dif",1
"5120","Zacatecas","Hombres","2008","dif",30
"5121","Aguscalientes","Hombres","2009","dif",15
"5124","Campeche","Hombres","2009","dif",8
"5125","Coahuila","Hombres","2009","dif",5
"5126","Colima","Hombres","2009","dif",0
"5129","Distrito Federal","Hombres","2009","dif",173
"5130","Durango","Hombres","2009","dif",0
"5133","Hidalgo","Hombres","2009","dif",0
"5134","Jalisco","Hombres","2009","dif",35
"5135","Mexico","Hombres","2009","dif",1739
"5138","Nayarit","Hombres","2009","dif",32
"5140","Oaxaca","Hombres","2009","dif",22
"5141","Puebla","Hombres","2009","dif",488
"5142","Queretaro","Hombres","2009","dif",46
"5145","Sinaloa","Hombres","2009","dif",193
"5148","Tamaulipas","Hombres","2009","dif",0
"5149","Tlaxcala","Hombres","2009","dif",0
"5150","Veracruz","Hombres","2009","dif",28
"5151","Yucatan","Hombres","2009","dif",7
"5152","Zacatecas","Hombres","2009","dif",18
"5153","Aguscalientes","Hombres","2010","dif",25
"5156","Campeche","Hombres","2010","dif",5
"5157","Coahuila","Hombres","2010","dif",1
"5158","Colima","Hombres","2010","dif",1
"5161","Distrito Federal","Hombres","2010","dif",124
"5162","Durango","Hombres","2010","dif",0
"5165","Hidalgo","Hombres","2010","dif",0
"5166","Jalisco","Hombres","2010","dif",34
"5167","Mexico","Hombres","2010","dif",1907
"5170","Nayarit","Hombres","2010","dif",22
"5172","Oaxaca","Hombres","2010","dif",27
"5173","Puebla","Hombres","2010","dif",67
"5174","Queretaro","Hombres","2010","dif",38
"5177","Sinaloa","Hombres","2010","dif",168
"5180","Tamaulipas","Hombres","2010","dif",0
"5181","Tlaxcala","Hombres","2010","dif",0
"5182","Veracruz","Hombres","2010","dif",18
"5183","Yucatan","Hombres","2010","dif",12
"5184","Zacatecas","Hombres","2010","dif",15
"5185","Aguscalientes","Hombres","2011","dif",2
"5188","Campeche","Hombres","2011","dif",1
"5189","Coahuila","Hombres","2011","dif",3
"5190","Colima","Hombres","2011","dif",5
"5193","Distrito Federal","Hombres","2011","dif",94
"5194","Durango","Hombres","2011","dif",0
"5197","Hidalgo","Hombres","2011","dif",0
"5198","Jalisco","Hombres","2011","dif",45
"5199","Mexico","Hombres","2011","dif",2110
"5202","Nayarit","Hombres","2011","dif",21
"5204","Oaxaca","Hombres","2011","dif",20
"5205","Puebla","Hombres","2011","dif",26
"5206","Queretaro","Hombres","2011","dif",22
"5209","Sinaloa","Hombres","2011","dif",158
"5212","Tamaulipas","Hombres","2011","dif",2
"5213","Tlaxcala","Hombres","2011","dif",40
"5214","Veracruz","Hombres","2011","dif",24
"5215","Yucatan","Hombres","2011","dif",6
"5216","Zacatecas","Hombres","2011","dif",15
"5217","Aguscalientes","Hombres","2012","dif",7
"5220","Campeche","Hombres","2012","dif",0
"5221","Coahuila","Hombres","2012","dif",83
"5222","Colima","Hombres","2012","dif",1
"5225","Distrito Federal","Hombres","2012","dif",67
"5226","Durango","Hombres","2012","dif",0
"5229","Hidalgo","Hombres","2012","dif",0
"5230","Jalisco","Hombres","2012","dif",27
"5231","Mexico","Hombres","2012","dif",1662
"5234","Nayarit","Hombres","2012","dif",31
"5236","Oaxaca","Hombres","2012","dif",29
"5237","Puebla","Hombres","2012","dif",26
"5238","Queretaro","Hombres","2012","dif",5
"5241","Sinaloa","Hombres","2012","dif",134
"5244","Tamaulipas","Hombres","2012","dif",2
"5245","Tlaxcala","Hombres","2012","dif",142
"5246","Veracruz","Hombres","2012","dif",48
"5247","Yucatan","Hombres","2012","dif",4
"5248","Zacatecas","Hombres","2012","dif",32
"5249","Aguscalientes","Hombres","2013","dif",6
"5252","Campeche","Hombres","2013","dif",0
"5253","Coahuila","Hombres","2013","dif",154
"5254","Colima","Hombres","2013","dif",13
"5257","Distrito Federal","Hombres","2013","dif",79
"5258","Durango","Hombres","2013","dif",0
"5261","Hidalgo","Hombres","2013","dif",0
"5262","Jalisco","Hombres","2013","dif",44
"5263","Mexico","Hombres","2013","dif",1584
"5266","Nayarit","Hombres","2013","dif",40
"5268","Oaxaca","Hombres","2013","dif",21
"5269","Puebla","Hombres","2013","dif",19
"5270","Queretaro","Hombres","2013","dif",3
"5273","Sinaloa","Hombres","2013","dif",70
"5276","Tamaulipas","Hombres","2013","dif",1
"5277","Tlaxcala","Hombres","2013","dif",61
"5278","Veracruz","Hombres","2013","dif",59
"5279","Yucatan","Hombres","2013","dif",3
"5280","Zacatecas","Hombres","2013","dif",30
"5281","Aguscalientes","General","2003","pemex",0
"5282","Baja California","General","2003","pemex",0
"5283","Baja California Sur","General","2003","pemex",0
"5284","Campeche","General","2003","pemex",13
"5285","Coahuila","General","2003","pemex",0
"5286","Colima","General","2003","pemex",0
"5287","Chiapas","General","2003","pemex",13
"5288","Chihuahua","General","2003","pemex",0
"5289","Distrito Federal","General","2003","pemex",204
"5290","Durango","General","2003","pemex",0
"5291","Guanajuato","General","2003","pemex",25
"5292","Guerrero","General","2003","pemex",0
"5293","Hidalgo","General","2003","pemex",43
"5294","Jalisco","General","2003","pemex",11
"5295","Mexico","General","2003","pemex",4
"5296","Michoacan","General","2003","pemex",0
"5297","Morelos","General","2003","pemex",0
"5298","Nayarit","General","2003","pemex",0
"5299","Nuevo Leon","General","2003","pemex",8
"5300","Oaxaca","General","2003","pemex",120
"5301","Puebla","General","2003","pemex",14
"5302","Queretaro","General","2003","pemex",0
"5303","Quintana Roo","General","2003","pemex",0
"5304","San Luis Potosi","General","2003","pemex",12
"5305","Sinaloa","General","2003","pemex",8
"5306","Sonora","General","2003","pemex",0
"5307","Tabasco","General","2003","pemex",104
"5308","Tamaulipas","General","2003","pemex",179
"5309","Tlaxcala","General","2003","pemex",0
"5310","Veracruz","General","2003","pemex",570
"5311","Yucatan","General","2003","pemex",0
"5312","Zacatecas","General","2003","pemex",0
"5313","Aguscalientes","General","2004","pemex",0
"5314","Baja California","General","2004","pemex",0
"5315","Baja California Sur","General","2004","pemex",0
"5316","Campeche","General","2004","pemex",14
"5317","Coahuila","General","2004","pemex",0
"5318","Colima","General","2004","pemex",0
"5319","Chiapas","General","2004","pemex",12
"5320","Chihuahua","General","2004","pemex",0
"5321","Distrito Federal","General","2004","pemex",234
"5322","Durango","General","2004","pemex",0
"5323","Guanajuato","General","2004","pemex",52
"5324","Guerrero","General","2004","pemex",0
"5325","Hidalgo","General","2004","pemex",39
"5326","Jalisco","General","2004","pemex",64
"5327","Mexico","General","2004","pemex",224
"5328","Michoacan","General","2004","pemex",0
"5329","Morelos","General","2004","pemex",0
"5330","Nayarit","General","2004","pemex",0
"5331","Nuevo Leon","General","2004","pemex",25
"5332","Oaxaca","General","2004","pemex",116
"5333","Puebla","General","2004","pemex",6
"5334","Queretaro","General","2004","pemex",0
"5335","Quintana Roo","General","2004","pemex",0
"5336","San Luis Potosi","General","2004","pemex",1
"5337","Sinaloa","General","2004","pemex",30
"5338","Sonora","General","2004","pemex",0
"5339","Tabasco","General","2004","pemex",140
"5340","Tamaulipas","General","2004","pemex",190
"5341","Tlaxcala","General","2004","pemex",0
"5342","Veracruz","General","2004","pemex",505
"5343","Yucatan","General","2004","pemex",0
"5344","Zacatecas","General","2004","pemex",0
"5345","Aguscalientes","General","2005","pemex",0
"5346","Baja California","General","2005","pemex",0
"5347","Baja California Sur","General","2005","pemex",0
"5348","Campeche","General","2005","pemex",5
"5349","Coahuila","General","2005","pemex",0
"5350","Colima","General","2005","pemex",0
"5351","Chiapas","General","2005","pemex",150
"5352","Chihuahua","General","2005","pemex",0
"5353","Distrito Federal","General","2005","pemex",175
"5354","Durango","General","2005","pemex",0
"5355","Guanajuato","General","2005","pemex",29
"5356","Guerrero","General","2005","pemex",0
"5357","Hidalgo","General","2005","pemex",50
"5358","Jalisco","General","2005","pemex",25
"5359","Mexico","General","2005","pemex",364
"5360","Michoacan","General","2005","pemex",0
"5361","Morelos","General","2005","pemex",0
"5362","Nayarit","General","2005","pemex",0
"5363","Nuevo Leon","General","2005","pemex",58
"5364","Oaxaca","General","2005","pemex",105
"5365","Puebla","General","2005","pemex",11
"5366","Queretaro","General","2005","pemex",0
"5367","Quintana Roo","General","2005","pemex",0
"5368","San Luis Potosi","General","2005","pemex",0
"5369","Sinaloa","General","2005","pemex",10
"5370","Sonora","General","2005","pemex",0
"5371","Tabasco","General","2005","pemex",250
"5372","Tamaulipas","General","2005","pemex",227
"5373","Tlaxcala","General","2005","pemex",0
"5374","Veracruz","General","2005","pemex",486
"5375","Yucatan","General","2005","pemex",0
"5376","Zacatecas","General","2005","pemex",0
"5377","Aguscalientes","General","2006","pemex",0
