"","estado","genero","fecha","edad","casos"
"5457","Morelos","General","2008","20a24",86
"5458","Nayarit","General","2008","20a24",36
"5459","Nuevo Leon","General","2008","20a24",163
"5460","Oaxaca","General","2008","20a24",102
"5461","Puebla","General","2008","20a24",83
"5462","Queretaro","General","2008","20a24",18
"5463","Quintana Roo","General","2008","20a24",35
"5464","San Luis Potosi","General","2008","20a24",80
"5465","Sinaloa","General","2008","20a24",127
"5466","Sonora","General","2008","20a24",66
"5467","Tabasco","General","2008","20a24",75
"5468","Tamaulipas","General","2008","20a24",60
"5469","Tlaxcala","General","2008","20a24",21
"5470","Veracruz","General","2008","20a24",184
"5471","Yucatan","General","2008","20a24",37
"5472","Zacatecas","General","2008","20a24",35
"5473","Aguscalientes","General","2009","20a24",1
"5474","Baja California","General","2009","20a24",217
"5475","Baja California Sur","General","2009","20a24",30
"5476","Campeche","General","2009","20a24",13
"5477","Coahuila","General","2009","20a24",204
"5478","Colima","General","2009","20a24",6
"5479","Chiapas","General","2009","20a24",74
"5480","Chihuahua","General","2009","20a24",164
"5481","Distrito Federal","General","2009","20a24",277
"5482","Durango","General","2009","20a24",28
"5483","Guanajuato","General","2009","20a24",184
"5484","Guerrero","General","2009","20a24",90
"5485","Hidalgo","General","2009","20a24",56
"5486","Jalisco","General","2009","20a24",217
"5487","Mexico","General","2009","20a24",710
"5488","Michoacan","General","2009","20a24",103
"5489","Morelos","General","2009","20a24",45
"5490","Nayarit","General","2009","20a24",38
"5491","Nuevo Leon","General","2009","20a24",198
"5492","Oaxaca","General","2009","20a24",93
"5493","Puebla","General","2009","20a24",67
"5494","Queretaro","General","2009","20a24",11
"5495","Quintana Roo","General","2009","20a24",32
"5496","San Luis Potosi","General","2009","20a24",153
"5497","Sinaloa","General","2009","20a24",116
"5498","Sonora","General","2009","20a24",76
"5499","Tabasco","General","2009","20a24",102
"5500","Tamaulipas","General","2009","20a24",95
"5501","Tlaxcala","General","2009","20a24",15
"5502","Veracruz","General","2009","20a24",156
"5503","Yucatan","General","2009","20a24",44
"5504","Zacatecas","General","2009","20a24",45
"5505","Aguscalientes","General","2010","20a24",32
"5506","Baja California","General","2010","20a24",233
"5507","Baja California Sur","General","2010","20a24",8
"5508","Campeche","General","2010","20a24",28
"5509","Coahuila","General","2010","20a24",133
"5510","Colima","General","2010","20a24",12
"5511","Chiapas","General","2010","20a24",78
"5512","Chihuahua","General","2010","20a24",98
"5513","Distrito Federal","General","2010","20a24",207
"5514","Durango","General","2010","20a24",46
"5515","Guanajuato","General","2010","20a24",146
"5516","Guerrero","General","2010","20a24",121
"5517","Hidalgo","General","2010","20a24",75
"5518","Jalisco","General","2010","20a24",250
"5519","Mexico","General","2010","20a24",568
"5520","Michoacan","General","2010","20a24",77
"5521","Morelos","General","2010","20a24",66
"5522","Nayarit","General","2010","20a24",26
"5523","Nuevo Leon","General","2010","20a24",162
"5524","Oaxaca","General","2010","20a24",128
"5525","Puebla","General","2010","20a24",98
"5526","Queretaro","General","2010","20a24",26
"5527","Quintana Roo","General","2010","20a24",39
"5528","San Luis Potosi","General","2010","20a24",94
"5529","Sinaloa","General","2010","20a24",87
"5530","Sonora","General","2010","20a24",79
"5531","Tabasco","General","2010","20a24",64
"5532","Tamaulipas","General","2010","20a24",187
"5533","Tlaxcala","General","2010","20a24",15
"5534","Veracruz","General","2010","20a24",175
"5535","Yucatan","General","2010","20a24",36
"5536","Zacatecas","General","2010","20a24",33
"5537","Aguscalientes","General","2011","20a24",27
"5538","Baja California","General","2011","20a24",189
"5539","Baja California Sur","General","2011","20a24",34
"5540","Campeche","General","2011","20a24",32
"5541","Coahuila","General","2011","20a24",80
"5542","Colima","General","2011","20a24",16
"5543","Chiapas","General","2011","20a24",102
"5544","Chihuahua","General","2011","20a24",149
"5545","Distrito Federal","General","2011","20a24",292
"5546","Durango","General","2011","20a24",52
"5547","Guanajuato","General","2011","20a24",145
"5548","Guerrero","General","2011","20a24",102
"5549","Hidalgo","General","2011","20a24",102
"5550","Jalisco","General","2011","20a24",364
"5551","Mexico","General","2011","20a24",516
"5552","Michoacan","General","2011","20a24",109
"5553","Morelos","General","2011","20a24",305
"5554","Nayarit","General","2011","20a24",43
"5555","Nuevo Leon","General","2011","20a24",167
"5556","Oaxaca","General","2011","20a24",97
"5557","Puebla","General","2011","20a24",101
"5558","Queretaro","General","2011","20a24",31
"5559","Quintana Roo","General","2011","20a24",69
"5560","San Luis Potosi","General","2011","20a24",96
"5561","Sinaloa","General","2011","20a24",100
"5562","Sonora","General","2011","20a24",63
"5563","Tabasco","General","2011","20a24",77
"5564","Tamaulipas","General","2011","20a24",205
"5565","Tlaxcala","General","2011","20a24",14
"5566","Veracruz","General","2011","20a24",220
"5567","Yucatan","General","2011","20a24",62
"5568","Zacatecas","General","2011","20a24",44
"5569","Aguscalientes","General","2012","20a24",31
"5570","Baja California","General","2012","20a24",163
"5571","Baja California Sur","General","2012","20a24",47
"5572","Campeche","General","2012","20a24",27
"5573","Coahuila","General","2012","20a24",138
"5574","Colima","General","2012","20a24",15
"5575","Chiapas","General","2012","20a24",92
"5576","Chihuahua","General","2012","20a24",168
"5577","Distrito Federal","General","2012","20a24",252
"5578","Durango","General","2012","20a24",39
"5579","Guanajuato","General","2012","20a24",148
"5580","Guerrero","General","2012","20a24",92
"5581","Hidalgo","General","2012","20a24",119
"5582","Jalisco","General","2012","20a24",319
"5583","Mexico","General","2012","20a24",589
"5584","Michoacan","General","2012","20a24",177
"5585","Morelos","General","2012","20a24",122
"5586","Nayarit","General","2012","20a24",37
"5587","Nuevo Leon","General","2012","20a24",169
"5588","Oaxaca","General","2012","20a24",102
"5589","Puebla","General","2012","20a24",92
"5590","Queretaro","General","2012","20a24",47
"5591","Quintana Roo","General","2012","20a24",28
"5592","San Luis Potosi","General","2012","20a24",90
"5593","Sinaloa","General","2012","20a24",121
"5594","Sonora","General","2012","20a24",64
"5595","Tabasco","General","2012","20a24",78
"5596","Tamaulipas","General","2012","20a24",254
"5597","Tlaxcala","General","2012","20a24",27
"5598","Veracruz","General","2012","20a24",212
"5599","Yucatan","General","2012","20a24",67
"5600","Zacatecas","General","2012","20a24",43
"5601","Aguscalientes","General","2013","20a24",34
"5602","Baja California","General","2013","20a24",148
"5603","Baja California Sur","General","2013","20a24",24
"5604","Campeche","General","2013","20a24",19
"5605","Coahuila","General","2013","20a24",151
"5606","Colima","General","2013","20a24",15
"5607","Chiapas","General","2013","20a24",86
"5608","Chihuahua","General","2013","20a24",111
"5609","Distrito Federal","General","2013","20a24",214
"5610","Durango","General","2013","20a24",56
"5611","Guanajuato","General","2013","20a24",167
"5612","Guerrero","General","2013","20a24",98
"5613","Hidalgo","General","2013","20a24",91
"5614","Jalisco","General","2013","20a24",240
"5615","Mexico","General","2013","20a24",719
"5616","Michoacan","General","2013","20a24",77
"5617","Morelos","General","2013","20a24",126
"5618","Nayarit","General","2013","20a24",29
"5619","Nuevo Leon","General","2013","20a24",154
"5620","Oaxaca","General","2013","20a24",120
"5621","Puebla","General","2013","20a24",115
"5622","Queretaro","General","2013","20a24",47
"5623","Quintana Roo","General","2013","20a24",34
"5624","San Luis Potosi","General","2013","20a24",85
"5625","Sinaloa","General","2013","20a24",133
"5626","Sonora","General","2013","20a24",69
"5627","Tabasco","General","2013","20a24",61
"5628","Tamaulipas","General","2013","20a24",109
"5629","Tlaxcala","General","2013","20a24",17
"5630","Veracruz","General","2013","20a24",179
"5631","Yucatan","General","2013","20a24",43
"5632","Zacatecas","General","2013","20a24",36
"5633","Aguscalientes","Hombres","2003","20a24",16
"5634","Baja California","Hombres","2003","20a24",31
"5635","Baja California Sur","Hombres","2003","20a24",10
"5636","Campeche","Hombres","2003","20a24",9
"5637","Coahuila","Hombres","2003","20a24",62
"5638","Colima","Hombres","2003","20a24",3
"5639","Chiapas","Hombres","2003","20a24",35
"5640","Chihuahua","Hombres","2003","20a24",63
"5641","Distrito Federal","Hombres","2003","20a24",83
"5642","Durango","Hombres","2003","20a24",23
"5643","Guanajuato","Hombres","2003","20a24",115
"5644","Guerrero","Hombres","2003","20a24",31
"5645","Hidalgo","Hombres","2003","20a24",19
"5646","Jalisco","Hombres","2003","20a24",73
"5647","Mexico","Hombres","2003","20a24",112
"5648","Michoacan","Hombres","2003","20a24",35
"5649","Morelos","Hombres","2003","20a24",8
"5650","Nayarit","Hombres","2003","20a24",20
"5651","Nuevo Leon","Hombres","2003","20a24",73
"5652","Oaxaca","Hombres","2003","20a24",105
"5653","Puebla","Hombres","2003","20a24",83
"5654","Queretaro","Hombres","2003","20a24",12
"5655","Quintana Roo","Hombres","2003","20a24",2
"5656","San Luis Potosi","Hombres","2003","20a24",29
"5657","Sinaloa","Hombres","2003","20a24",24
"5658","Sonora","Hombres","2003","20a24",29
"5659","Tabasco","Hombres","2003","20a24",29
"5660","Tamaulipas","Hombres","2003","20a24",29
"5661","Tlaxcala","Hombres","2003","20a24",6
"5662","Veracruz","Hombres","2003","20a24",32
"5663","Yucatan","Hombres","2003","20a24",9
"5664","Zacatecas","Hombres","2003","20a24",14
"5665","Aguscalientes","Hombres","2004","20a24",34
"5666","Baja California","Hombres","2004","20a24",48
"5667","Baja California Sur","Hombres","2004","20a24",11
"5668","Campeche","Hombres","2004","20a24",11
"5669","Coahuila","Hombres","2004","20a24",35
"5670","Colima","Hombres","2004","20a24",3
"5671","Chiapas","Hombres","2004","20a24",32
"5672","Chihuahua","Hombres","2004","20a24",63
"5673","Distrito Federal","Hombres","2004","20a24",67
"5674","Durango","Hombres","2004","20a24",15
"5675","Guanajuato","Hombres","2004","20a24",50
"5676","Guerrero","Hombres","2004","20a24",25
"5677","Hidalgo","Hombres","2004","20a24",10
"5678","Jalisco","Hombres","2004","20a24",72
"5679","Mexico","Hombres","2004","20a24",111
"5680","Michoacan","Hombres","2004","20a24",48
"5681","Morelos","Hombres","2004","20a24",17
"5682","Nayarit","Hombres","2004","20a24",4
"5683","Nuevo Leon","Hombres","2004","20a24",65
"5684","Oaxaca","Hombres","2004","20a24",49
"5685","Puebla","Hombres","2004","20a24",49
"5686","Queretaro","Hombres","2004","20a24",9
"5687","Quintana Roo","Hombres","2004","20a24",6
"5688","San Luis Potosi","Hombres","2004","20a24",22
"5689","Sinaloa","Hombres","2004","20a24",27
"5690","Sonora","Hombres","2004","20a24",25
"5691","Tabasco","Hombres","2004","20a24",37
"5692","Tamaulipas","Hombres","2004","20a24",25
"5693","Tlaxcala","Hombres","2004","20a24",4
"5694","Veracruz","Hombres","2004","20a24",35
"5695","Yucatan","Hombres","2004","20a24",8
"5696","Zacatecas","Hombres","2004","20a24",21
"5697","Aguscalientes","Hombres","2005","20a24",6
"5698","Baja California","Hombres","2005","20a24",114
"5699","Baja California Sur","Hombres","2005","20a24",11
"5700","Campeche","Hombres","2005","20a24",7
"5701","Coahuila","Hombres","2005","20a24",46
"5702","Colima","Hombres","2005","20a24",7
"5703","Chiapas","Hombres","2005","20a24",38
"5704","Chihuahua","Hombres","2005","20a24",55
"5705","Distrito Federal","Hombres","2005","20a24",121
"5706","Durango","Hombres","2005","20a24",18
"5707","Guanajuato","Hombres","2005","20a24",54
"5708","Guerrero","Hombres","2005","20a24",35
"5709","Hidalgo","Hombres","2005","20a24",5
"5710","Jalisco","Hombres","2005","20a24",60
"5711","Mexico","Hombres","2005","20a24",94
"5712","Michoacan","Hombres","2005","20a24",19
"5713","Morelos","Hombres","2005","20a24",8
"5714","Nayarit","Hombres","2005","20a24",12
"5715","Nuevo Leon","Hombres","2005","20a24",52
"5716","Oaxaca","Hombres","2005","20a24",68
"5717","Puebla","Hombres","2005","20a24",72
"5718","Queretaro","Hombres","2005","20a24",10
"5719","Quintana Roo","Hombres","2005","20a24",10
"5720","San Luis Potosi","Hombres","2005","20a24",27
"5721","Sinaloa","Hombres","2005","20a24",24
"5722","Sonora","Hombres","2005","20a24",23
"5723","Tabasco","Hombres","2005","20a24",30
"5724","Tamaulipas","Hombres","2005","20a24",38
"5725","Tlaxcala","Hombres","2005","20a24",2
"5726","Veracruz","Hombres","2005","20a24",41
"5727","Yucatan","Hombres","2005","20a24",22
"5728","Zacatecas","Hombres","2005","20a24",9
"5729","Aguscalientes","Hombres","2006","20a24",9
"5730","Baja California","Hombres","2006","20a24",84
"5731","Baja California Sur","Hombres","2006","20a24",13
"5732","Campeche","Hombres","2006","20a24",8
"5733","Coahuila","Hombres","2006","20a24",46
"5734","Colima","Hombres","2006","20a24",6
"5735","Chiapas","Hombres","2006","20a24",24
"5736","Chihuahua","Hombres","2006","20a24",40
"5737","Distrito Federal","Hombres","2006","20a24",144
"5738","Durango","Hombres","2006","20a24",33
"5739","Guanajuato","Hombres","2006","20a24",65
"5740","Guerrero","Hombres","2006","20a24",38
"5741","Hidalgo","Hombres","2006","20a24",14
"5742","Jalisco","Hombres","2006","20a24",100
"5743","Mexico","Hombres","2006","20a24",91
"5744","Michoacan","Hombres","2006","20a24",12
"5745","Morelos","Hombres","2006","20a24",16
"5746","Nayarit","Hombres","2006","20a24",12
"5747","Nuevo Leon","Hombres","2006","20a24",62
"5748","Oaxaca","Hombres","2006","20a24",59
"5749","Puebla","Hombres","2006","20a24",32
"5750","Queretaro","Hombres","2006","20a24",10
"5751","Quintana Roo","Hombres","2006","20a24",12
"5752","San Luis Potosi","Hombres","2006","20a24",18
"5753","Sinaloa","Hombres","2006","20a24",31
"5754","Sonora","Hombres","2006","20a24",11
"5755","Tabasco","Hombres","2006","20a24",30
"5756","Tamaulipas","Hombres","2006","20a24",29
"5757","Tlaxcala","Hombres","2006","20a24",5
"5758","Veracruz","Hombres","2006","20a24",40
"5759","Yucatan","Hombres","2006","20a24",93
"5760","Zacatecas","Hombres","2006","20a24",13
"5761","Aguscalientes","Hombres","2007","20a24",20
"5762","Baja California","Hombres","2007","20a24",41
"5763","Baja California Sur","Hombres","2007","20a24",12
"5764","Campeche","Hombres","2007","20a24",8
"5765","Coahuila","Hombres","2007","20a24",47
"5766","Colima","Hombres","2007","20a24",0
"5767","Chiapas","Hombres","2007","20a24",30
"5768","Chihuahua","Hombres","2007","20a24",29
"5769","Distrito Federal","Hombres","2007","20a24",127
"5770","Durango","Hombres","2007","20a24",18
"5771","Guanajuato","Hombres","2007","20a24",34
"5772","Guerrero","Hombres","2007","20a24",35
"5773","Hidalgo","Hombres","2007","20a24",10
"5774","Jalisco","Hombres","2007","20a24",106
"5775","Mexico","Hombres","2007","20a24",124
"5776","Michoacan","Hombres","2007","20a24",34
"5777","Morelos","Hombres","2007","20a24",18
"5778","Nayarit","Hombres","2007","20a24",9
"5779","Nuevo Leon","Hombres","2007","20a24",36
"5780","Oaxaca","Hombres","2007","20a24",39
"5781","Puebla","Hombres","2007","20a24",22
"5782","Queretaro","Hombres","2007","20a24",8
"5783","Quintana Roo","Hombres","2007","20a24",10
"5784","San Luis Potosi","Hombres","2007","20a24",12
"5785","Sinaloa","Hombres","2007","20a24",33
"5786","Sonora","Hombres","2007","20a24",22
"5787","Tabasco","Hombres","2007","20a24",45
"5788","Tamaulipas","Hombres","2007","20a24",19
"5789","Tlaxcala","Hombres","2007","20a24",7
"5790","Veracruz","Hombres","2007","20a24",55
"5791","Yucatan","Hombres","2007","20a24",33
"5792","Zacatecas","Hombres","2007","20a24",11
"5793","Aguscalientes","Hombres","2008","20a24",13
"5794","Baja California","Hombres","2008","20a24",35
"5795","Baja California Sur","Hombres","2008","20a24",12
"5796","Campeche","Hombres","2008","20a24",11
"5797","Coahuila","Hombres","2008","20a24",40
"5798","Colima","Hombres","2008","20a24",1
"5799","Chiapas","Hombres","2008","20a24",24
"5800","Chihuahua","Hombres","2008","20a24",37
"5801","Distrito Federal","Hombres","2008","20a24",95
"5802","Durango","Hombres","2008","20a24",15
"5803","Guanajuato","Hombres","2008","20a24",55
"5804","Guerrero","Hombres","2008","20a24",35
"5805","Hidalgo","Hombres","2008","20a24",27
"5806","Jalisco","Hombres","2008","20a24",110
"5807","Mexico","Hombres","2008","20a24",148
"5808","Michoacan","Hombres","2008","20a24",26
"5809","Morelos","Hombres","2008","20a24",31
"5810","Nayarit","Hombres","2008","20a24",16
"5811","Nuevo Leon","Hombres","2008","20a24",57
"5812","Oaxaca","Hombres","2008","20a24",28
"5813","Puebla","Hombres","2008","20a24",23
"5814","Queretaro","Hombres","2008","20a24",8
"5815","Quintana Roo","Hombres","2008","20a24",17
"5816","San Luis Potosi","Hombres","2008","20a24",32
"5817","Sinaloa","Hombres","2008","20a24",40
"5818","Sonora","Hombres","2008","20a24",19
"5819","Tabasco","Hombres","2008","20a24",35
"5820","Tamaulipas","Hombres","2008","20a24",21
"5821","Tlaxcala","Hombres","2008","20a24",8
"5822","Veracruz","Hombres","2008","20a24",58
"5823","Yucatan","Hombres","2008","20a24",10
"5824","Zacatecas","Hombres","2008","20a24",10
"5825","Aguscalientes","Hombres","2009","20a24",1
"5826","Baja California","Hombres","2009","20a24",82
"5827","Baja California Sur","Hombres","2009","20a24",11
"5828","Campeche","Hombres","2009","20a24",2
"5829","Coahuila","Hombres","2009","20a24",89
"5830","Colima","Hombres","2009","20a24",3
"5831","Chiapas","Hombres","2009","20a24",22
"5832","Chihuahua","Hombres","2009","20a24",63
"5833","Distrito Federal","Hombres","2009","20a24",100
"5834","Durango","Hombres","2009","20a24",9
"5835","Guanajuato","Hombres","2009","20a24",65
"5836","Guerrero","Hombres","2009","20a24",29
"5837","Hidalgo","Hombres","2009","20a24",18
"5838","Jalisco","Hombres","2009","20a24",98
"5839","Mexico","Hombres","2009","20a24",316
"5840","Michoacan","Hombres","2009","20a24",39
"5841","Morelos","Hombres","2009","20a24",14
"5842","Nayarit","Hombres","2009","20a24",15
"5843","Nuevo Leon","Hombres","2009","20a24",75
"5844","Oaxaca","Hombres","2009","20a24",30
"5845","Puebla","Hombres","2009","20a24",22
"5846","Queretaro","Hombres","2009","20a24",7
"5847","Quintana Roo","Hombres","2009","20a24",12
"5848","San Luis Potosi","Hombres","2009","20a24",63
"5849","Sinaloa","Hombres","2009","20a24",29
"5850","Sonora","Hombres","2009","20a24",26
"5851","Tabasco","Hombres","2009","20a24",43
"5852","Tamaulipas","Hombres","2009","20a24",43
"5853","Tlaxcala","Hombres","2009","20a24",4
"5854","Veracruz","Hombres","2009","20a24",44
"5855","Yucatan","Hombres","2009","20a24",17
"5856","Zacatecas","Hombres","2009","20a24",16
"5857","Aguscalientes","Hombres","2010","20a24",15
"5858","Baja California","Hombres","2010","20a24",131
"5859","Baja California Sur","Hombres","2010","20a24",1
"5860","Campeche","Hombres","2010","20a24",12
"5861","Coahuila","Hombres","2010","20a24",50
"5862","Colima","Hombres","2010","20a24",5
"5863","Chiapas","Hombres","2010","20a24",20
"5864","Chihuahua","Hombres","2010","20a24",35
"5865","Distrito Federal","Hombres","2010","20a24",85
"5866","Durango","Hombres","2010","20a24",15
"5867","Guanajuato","Hombres","2010","20a24",45
"5868","Guerrero","Hombres","2010","20a24",31
"5869","Hidalgo","Hombres","2010","20a24",24
"5870","Jalisco","Hombres","2010","20a24",91
"5871","Mexico","Hombres","2010","20a24",213
"5872","Michoacan","Hombres","2010","20a24",31
"5873","Morelos","Hombres","2010","20a24",23
"5874","Nayarit","Hombres","2010","20a24",11
"5875","Nuevo Leon","Hombres","2010","20a24",61
"5876","Oaxaca","Hombres","2010","20a24",41
"5877","Puebla","Hombres","2010","20a24",37
"5878","Queretaro","Hombres","2010","20a24",8
"5879","Quintana Roo","Hombres","2010","20a24",19
"5880","San Luis Potosi","Hombres","2010","20a24",37
"5881","Sinaloa","Hombres","2010","20a24",17
"5882","Sonora","Hombres","2010","20a24",27
"5883","Tabasco","Hombres","2010","20a24",23
"5884","Tamaulipas","Hombres","2010","20a24",49
"5885","Tlaxcala","Hombres","2010","20a24",5
"5886","Veracruz","Hombres","2010","20a24",49
"5887","Yucatan","Hombres","2010","20a24",17
"5888","Zacatecas","Hombres","2010","20a24",9
"5889","Aguscalientes","Hombres","2011","20a24",10
"5890","Baja California","Hombres","2011","20a24",50
"5891","Baja California Sur","Hombres","2011","20a24",13
"5892","Campeche","Hombres","2011","20a24",9
"5893","Coahuila","Hombres","2011","20a24",29
"5894","Colima","Hombres","2011","20a24",4
"5895","Chiapas","Hombres","2011","20a24",43
"5896","Chihuahua","Hombres","2011","20a24",44
"5897","Distrito Federal","Hombres","2011","20a24",106
"5898","Durango","Hombres","2011","20a24",18
"5899","Guanajuato","Hombres","2011","20a24",50
"5900","Guerrero","Hombres","2011","20a24",36
"5901","Hidalgo","Hombres","2011","20a24",34
"5902","Jalisco","Hombres","2011","20a24",124
"5903","Mexico","Hombres","2011","20a24",172
"5904","Michoacan","Hombres","2011","20a24",38
"5905","Morelos","Hombres","2011","20a24",177
"5906","Nayarit","Hombres","2011","20a24",19
"5907","Nuevo Leon","Hombres","2011","20a24",61
"5908","Oaxaca","Hombres","2011","20a24",32
"5909","Puebla","Hombres","2011","20a24",44
"5910","Queretaro","Hombres","2011","20a24",11
"5911","Quintana Roo","Hombres","2011","20a24",22
"5912","San Luis Potosi","Hombres","2011","20a24",31
"5913","Sinaloa","Hombres","2011","20a24",29
"5914","Sonora","Hombres","2011","20a24",17
"5915","Tabasco","Hombres","2011","20a24",28
"5916","Tamaulipas","Hombres","2011","20a24",78
"5917","Tlaxcala","Hombres","2011","20a24",3
"5918","Veracruz","Hombres","2011","20a24",82
"5919","Yucatan","Hombres","2011","20a24",23
"5920","Zacatecas","Hombres","2011","20a24",16
"5921","Aguscalientes","Hombres","2012","20a24",8
"5922","Baja California","Hombres","2012","20a24",44
"5923","Baja California Sur","Hombres","2012","20a24",20
"5924","Campeche","Hombres","2012","20a24",5
"5925","Coahuila","Hombres","2012","20a24",64
"5926","Colima","Hombres","2012","20a24",6
"5927","Chiapas","Hombres","2012","20a24",28
"5928","Chihuahua","Hombres","2012","20a24",53
"5929","Distrito Federal","Hombres","2012","20a24",89
"5930","Durango","Hombres","2012","20a24",12
"5931","Guanajuato","Hombres","2012","20a24",57
"5932","Guerrero","Hombres","2012","20a24",34
"5933","Hidalgo","Hombres","2012","20a24",49
"5934","Jalisco","Hombres","2012","20a24",116
"5935","Mexico","Hombres","2012","20a24",188
"5936","Michoacan","Hombres","2012","20a24",70
"5937","Morelos","Hombres","2012","20a24",55
"5938","Nayarit","Hombres","2012","20a24",18
"5939","Nuevo Leon","Hombres","2012","20a24",50
"5940","Oaxaca","Hombres","2012","20a24",37
"5941","Puebla","Hombres","2012","20a24",29
"5942","Queretaro","Hombres","2012","20a24",16
"5943","Quintana Roo","Hombres","2012","20a24",9
"5944","San Luis Potosi","Hombres","2012","20a24",24
"5945","Sinaloa","Hombres","2012","20a24",43
"5946","Sonora","Hombres","2012","20a24",19
"5947","Tabasco","Hombres","2012","20a24",24
"5948","Tamaulipas","Hombres","2012","20a24",73
"5949","Tlaxcala","Hombres","2012","20a24",7
"5950","Veracruz","Hombres","2012","20a24",65
"5951","Yucatan","Hombres","2012","20a24",21
"5952","Zacatecas","Hombres","2012","20a24",14
"5953","Aguscalientes","Hombres","2013","20a24",13
"5954","Baja California","Hombres","2013","20a24",57
"5955","Baja California Sur","Hombres","2013","20a24",7
"5956","Campeche","Hombres","2013","20a24",5
"5957","Coahuila","Hombres","2013","20a24",52
"5958","Colima","Hombres","2013","20a24",7
"5959","Chiapas","Hombres","2013","20a24",20
"5960","Chihuahua","Hombres","2013","20a24",34
"5961","Distrito Federal","Hombres","2013","20a24",67
"5962","Durango","Hombres","2013","20a24",22
"5963","Guanajuato","Hombres","2013","20a24",51
"5964","Guerrero","Hombres","2013","20a24",26
"5965","Hidalgo","Hombres","2013","20a24",34
"5966","Jalisco","Hombres","2013","20a24",98
"5967","Mexico","Hombres","2013","20a24",233
"5968","Michoacan","Hombres","2013","20a24",32
"5969","Morelos","Hombres","2013","20a24",50
"5970","Nayarit","Hombres","2013","20a24",9
"5971","Nuevo Leon","Hombres","2013","20a24",56
"5972","Oaxaca","Hombres","2013","20a24",31
"5973","Puebla","Hombres","2013","20a24",35
"5974","Queretaro","Hombres","2013","20a24",14
"5975","Quintana Roo","Hombres","2013","20a24",15
"5976","San Luis Potosi","Hombres","2013","20a24",35
"5977","Sinaloa","Hombres","2013","20a24",45
"5978","Sonora","Hombres","2013","20a24",21
"5979","Tabasco","Hombres","2013","20a24",21
"5980","Tamaulipas","Hombres","2013","20a24",31
"5981","Tlaxcala","Hombres","2013","20a24",6
"5982","Veracruz","Hombres","2013","20a24",51
"5983","Yucatan","Hombres","2013","20a24",18
"5984","Zacatecas","Hombres","2013","20a24",11
"5985","Aguscalientes","Mujeres","2003","20a24",36
"5986","Baja California","Mujeres","2003","20a24",99
"5987","Baja California Sur","Mujeres","2003","20a24",16
"5988","Campeche","Mujeres","2003","20a24",30
"5989","Coahuila","Mujeres","2003","20a24",105
"5990","Colima","Mujeres","2003","20a24",6
"5991","Chiapas","Mujeres","2003","20a24",57
"5992","Chihuahua","Mujeres","2003","20a24",130
"5993","Distrito Federal","Mujeres","2003","20a24",166
"5994","Durango","Mujeres","2003","20a24",39
"5995","Guanajuato","Mujeres","2003","20a24",171
"5996","Guerrero","Mujeres","2003","20a24",60
"5997","Hidalgo","Mujeres","2003","20a24",25
"5998","Jalisco","Mujeres","2003","20a24",98
"5999","Mexico","Mujeres","2003","20a24",231
"6000","Michoacan","Mujeres","2003","20a24",51
"6001","Morelos","Mujeres","2003","20a24",11
"6002","Nayarit","Mujeres","2003","20a24",24
"6003","Nuevo Leon","Mujeres","2003","20a24",124
"6004","Oaxaca","Mujeres","2003","20a24",103
"6005","Puebla","Mujeres","2003","20a24",130
"6006","Queretaro","Mujeres","2003","20a24",34
"6007","Quintana Roo","Mujeres","2003","20a24",8
"6008","San Luis Potosi","Mujeres","2003","20a24",69
"6009","Sinaloa","Mujeres","2003","20a24",38
"6010","Sonora","Mujeres","2003","20a24",61
"6011","Tabasco","Mujeres","2003","20a24",56
"6012","Tamaulipas","Mujeres","2003","20a24",37
"6013","Tlaxcala","Mujeres","2003","20a24",19
"6014","Veracruz","Mujeres","2003","20a24",68
"6015","Yucatan","Mujeres","2003","20a24",8
"6016","Zacatecas","Mujeres","2003","20a24",19
"6017","Aguscalientes","Mujeres","2004","20a24",15
"6018","Baja California","Mujeres","2004","20a24",110
"6019","Baja California Sur","Mujeres","2004","20a24",14
"6020","Campeche","Mujeres","2004","20a24",27
"6021","Coahuila","Mujeres","2004","20a24",87
"6022","Colima","Mujeres","2004","20a24",7
"6023","Chiapas","Mujeres","2004","20a24",62
"6024","Chihuahua","Mujeres","2004","20a24",91
"6025","Distrito Federal","Mujeres","2004","20a24",154
"6026","Durango","Mujeres","2004","20a24",27
"6027","Guanajuato","Mujeres","2004","20a24",96
"6028","Guerrero","Mujeres","2004","20a24",58
"6029","Hidalgo","Mujeres","2004","20a24",20
"6030","Jalisco","Mujeres","2004","20a24",127
"6031","Mexico","Mujeres","2004","20a24",229
"6032","Michoacan","Mujeres","2004","20a24",36
"6033","Morelos","Mujeres","2004","20a24",18
"6034","Nayarit","Mujeres","2004","20a24",9
"6035","Nuevo Leon","Mujeres","2004","20a24",126
"6036","Oaxaca","Mujeres","2004","20a24",88
"6037","Puebla","Mujeres","2004","20a24",100
"6038","Queretaro","Mujeres","2004","20a24",22
"6039","Quintana Roo","Mujeres","2004","20a24",21
"6040","San Luis Potosi","Mujeres","2004","20a24",58
"6041","Sinaloa","Mujeres","2004","20a24",51
"6042","Sonora","Mujeres","2004","20a24",58
"6043","Tabasco","Mujeres","2004","20a24",78
"6044","Tamaulipas","Mujeres","2004","20a24",67
"6045","Tlaxcala","Mujeres","2004","20a24",15
"6046","Veracruz","Mujeres","2004","20a24",84
